Date,Master_Regime_ID,Actionable_Regime_Name,Close,Returns
2023-01-20,1,Choppy_or_Steady_Consolidation,18027.650390625,-0.004428975305189153
2023-01-23,1,Choppy_or_Steady_Consolidation,18118.55078125,0.005042276095628795
2023-01-24,1,Choppy_or_Steady_Consolidation,18118.30078125,-1.3798013043020418e-05
2023-01-25,1,Choppy_or_Steady_Consolidation,17891.94921875,-0.01249297962501228
2023-01-27,1,Choppy_or_Steady_Consolidation,17604.349609375,-0.016074246906178757
2023-01-30,1,Choppy_or_Steady_Consolidation,17648.94921875,0.0025334426073457816
2023-01-31,1,Choppy_or_Steady_Consolidation,17662.150390625,0.0007479862801675896
2023-02-01,1,Choppy_or_Steady_Consolidation,17616.30078125,-0.0025959245256645946
2023-02-02,1,Choppy_or_Steady_Consolidation,17610.400390625,-0.0003349392530399564
2023-02-03,1,Choppy_or_Steady_Consolidation,17854.05078125,0.013835596307890219
2023-02-06,1,Choppy_or_Steady_Consolidation,17764.599609375,-0.005010133160870178
2023-02-07,1,Choppy_or_Steady_Consolidation,17721.5,-0.0024261514654264627
2023-02-08,1,Choppy_or_Steady_Consolidation,17871.69921875,0.008475536424681795
2023-02-09,1,Choppy_or_Steady_Consolidation,17893.44921875,0.0012170079483646568
2023-02-10,1,Choppy_or_Steady_Consolidation,17856.5,-0.0020649578680046465
2023-02-13,1,Choppy_or_Steady_Consolidation,17770.900390625,-0.00479375070002519
2023-02-14,1,Choppy_or_Steady_Consolidation,17929.849609375,0.0089443537049958
2023-02-15,2,High_Momentum_Bull_Breakout,18015.849609375,0.004796470794436125
2023-02-16,2,High_Momentum_Bull_Breakout,18035.849609375,0.0011101336008929596
2023-02-17,1,Choppy_or_Steady_Consolidation,17944.19921875,-0.005081567689351307
2023-02-20,1,Choppy_or_Steady_Consolidation,17844.599609375,-0.005550518480140765
2023-02-21,1,Choppy_or_Steady_Consolidation,17826.69921875,-0.001003126492992057
2023-02-22,1,Choppy_or_Steady_Consolidation,17554.30078125,-0.015280363131582653
2023-02-23,1,Choppy_or_Steady_Consolidation,17511.25,-0.002452434977984641
2023-02-24,1,Choppy_or_Steady_Consolidation,17465.80078125,-0.002595429723749043
2023-02-27,1,Choppy_or_Steady_Consolidation,17392.69921875,-0.004185411445805309
2023-02-28,1,Choppy_or_Steady_Consolidation,17303.94921875,-0.0051027157362857345
2023-03-01,1,Choppy_or_Steady_Consolidation,17450.900390625,0.008492348770636093
2023-03-02,1,Choppy_or_Steady_Consolidation,17321.900390625,-0.007392168719804415
2023-03-03,1,Choppy_or_Steady_Consolidation,17594.349609375,0.015728598629827895
2023-03-06,1,Choppy_or_Steady_Consolidation,17711.44921875,0.006655523618366965
2023-03-08,1,Choppy_or_Steady_Consolidation,17754.400390625,0.0024250512391459367
2023-03-09,1,Choppy_or_Steady_Consolidation,17589.599609375,-0.009282249899975281
2023-03-10,1,Choppy_or_Steady_Consolidation,17412.900390625,-0.010045664635585094
2023-03-13,1,Choppy_or_Steady_Consolidation,17154.30078125,-0.014851035931626178
2023-03-14,2,High_Momentum_Bull_Breakout,17043.30078125,-0.006470680525861194
2023-03-15,1,Choppy_or_Steady_Consolidation,16972.150390625,-0.004174683738684903
2023-03-16,2,High_Momentum_Bull_Breakout,16985.599609375,0.0007924286811309411
2023-03-17,1,Choppy_or_Steady_Consolidation,17100.05078125,0.006738129621978839
2023-03-20,1,Choppy_or_Steady_Consolidation,16988.400390625,-0.0065292432199922645
2023-03-21,1,Choppy_or_Steady_Consolidation,17107.5,0.007010642946744028
2023-03-22,1,Choppy_or_Steady_Consolidation,17151.900390625,0.0025953757489405316
2023-03-23,1,Choppy_or_Steady_Consolidation,17076.900390625,-0.004372693304643627
2023-03-24,2,High_Momentum_Bull_Breakout,16945.05078125,-0.007720933328590696
2023-03-27,2,High_Momentum_Bull_Breakout,16985.69921875,0.0023988383407489433
2023-03-28,2,High_Momentum_Bull_Breakout,16951.69921875,-0.002001683861354908
2023-03-29,1,Choppy_or_Steady_Consolidation,17080.69921875,0.007609856589321451
2023-03-31,1,Choppy_or_Steady_Consolidation,17359.75,0.016337198944623932
2023-04-03,2,High_Momentum_Bull_Breakout,17398.05078125,0.002206297973761151
2023-04-05,2,High_Momentum_Bull_Breakout,17557.05078125,0.009138954817361267
2023-04-06,1,Choppy_or_Steady_Consolidation,17599.150390625,0.002397874785437182
2023-04-10,1,Choppy_or_Steady_Consolidation,17624.05078125,0.0014148632219350699
2023-04-11,1,Choppy_or_Steady_Consolidation,17722.30078125,0.005574768321964241
2023-04-12,1,Choppy_or_Steady_Consolidation,17812.400390625,0.005083967961446945
2023-04-13,1,Choppy_or_Steady_Consolidation,17828.0,0.0008757724412713497
2023-04-17,1,Choppy_or_Steady_Consolidation,17706.849609375,-0.006795512150830185
2023-04-18,1,Choppy_or_Steady_Consolidation,17660.150390625,-0.0026373533282438855
2023-04-19,1,Choppy_or_Steady_Consolidation,17618.75,-0.002344283016240789
2023-04-20,1,Choppy_or_Steady_Consolidation,17624.44921875,0.0003234746363958152
2023-04-21,1,Choppy_or_Steady_Consolidation,17624.05078125,-2.260708945023282e-05
2023-04-24,1,Choppy_or_Steady_Consolidation,17743.400390625,0.006771973756565242
2023-04-25,1,Choppy_or_Steady_Consolidation,17769.25,0.0014568576938982503
2023-04-26,1,Choppy_or_Steady_Consolidation,17813.599609375,0.0024958627615121465
2023-04-27,1,Choppy_or_Steady_Consolidation,17915.05078125,0.005695152810193838
2023-04-28,1,Choppy_or_Steady_Consolidation,18065.0,0.008370013603697934
2023-05-02,1,Choppy_or_Steady_Consolidation,18147.650390625,0.004575166931912511
2023-05-03,1,Choppy_or_Steady_Consolidation,18089.849609375,-0.00318502836487633
2023-05-04,1,Choppy_or_Steady_Consolidation,18255.80078125,0.009173717607303677
2023-05-05,1,Choppy_or_Steady_Consolidation,18069.0,-0.010232406865540389
2023-05-08,1,Choppy_or_Steady_Consolidation,18264.400390625,0.010814123118324304
2023-05-09,1,Choppy_or_Steady_Consolidation,18265.94921875,8.480038171931881e-05
2023-05-10,1,Choppy_or_Steady_Consolidation,18315.099609375,0.0026908205008338015
2023-05-11,1,Choppy_or_Steady_Consolidation,18297.0,-0.0009882342854272697
2023-05-12,1,Choppy_or_Steady_Consolidation,18314.80078125,0.0009728797753729701
2023-05-15,1,Choppy_or_Steady_Consolidation,18398.849609375,0.004589120522186851
2023-05-16,1,Choppy_or_Steady_Consolidation,18286.5,-0.006106338807060685
2023-05-17,1,Choppy_or_Steady_Consolidation,18181.75,-0.005728269488420423
2023-05-18,1,Choppy_or_Steady_Consolidation,18129.94921875,-0.002849053652701161
2023-05-19,1,Choppy_or_Steady_Consolidation,18203.400390625,0.0040513721791914925
2023-05-22,1,Choppy_or_Steady_Consolidation,18314.400390625,0.006097761825706316
2023-05-23,1,Choppy_or_Steady_Consolidation,18348.0,0.001834600568861644
2023-05-24,1,Choppy_or_Steady_Consolidation,18285.400390625,-0.0034117947119577385
2023-05-25,1,Choppy_or_Steady_Consolidation,18321.150390625,0.001955111686716471
2023-05-26,1,Choppy_or_Steady_Consolidation,18499.349609375,0.009726420827874671
2023-05-29,1,Choppy_or_Steady_Consolidation,18598.650390625,0.005367798508963517
2023-05-30,1,Choppy_or_Steady_Consolidation,18633.849609375,0.0018925684396833287
2023-05-31,1,Choppy_or_Steady_Consolidation,18534.400390625,-0.0053370195013254795
2023-06-01,1,Choppy_or_Steady_Consolidation,18487.75,-0.0025169624936233204
2023-06-02,1,Choppy_or_Steady_Consolidation,18534.099609375,0.002507044360454902
2023-06-05,1,Choppy_or_Steady_Consolidation,18593.849609375,0.003223787573137793
2023-06-06,1,Choppy_or_Steady_Consolidation,18599.0,0.00027699431442118616
2023-06-07,1,Choppy_or_Steady_Consolidation,18726.400390625,0.006849851638528914
2023-06-08,1,Choppy_or_Steady_Consolidation,18634.55078125,-0.0049048192636628185
2023-06-09,1,Choppy_or_Steady_Consolidation,18563.400390625,-0.00381819725413457
2023-06-12,1,Choppy_or_Steady_Consolidation,18601.5,0.0020524046550352004
2023-06-13,1,Choppy_or_Steady_Consolidation,18716.150390625,0.0061635024393194016
2023-06-14,1,Choppy_or_Steady_Consolidation,18755.900390625,0.0021238341844009856
2023-06-15,1,Choppy_or_Steady_Consolidation,18688.099609375,-0.0036149041015322014
2023-06-16,1,Choppy_or_Steady_Consolidation,18826.0,0.0073790483520230765
2023-06-19,1,Choppy_or_Steady_Consolidation,18755.44921875,-0.0037475183921172883
2023-06-20,1,Choppy_or_Steady_Consolidation,18816.69921875,0.003265717567498605
2023-06-21,1,Choppy_or_Steady_Consolidation,18856.849609375,0.0021337637466720683
2023-06-22,1,Choppy_or_Steady_Consolidation,18771.25,-0.004539443817404343
2023-06-23,1,Choppy_or_Steady_Consolidation,18665.5,-0.005633615236065759
2023-06-26,1,Choppy_or_Steady_Consolidation,18691.19921875,0.0013768299134766515
2023-06-27,1,Choppy_or_Steady_Consolidation,18817.400390625,0.00675190341711196
2023-06-28,1,Choppy_or_Steady_Consolidation,18972.099609375,0.00822107281232487
2023-06-30,1,Choppy_or_Steady_Consolidation,19189.05078125,0.01143527476356887
2023-07-03,1,Choppy_or_Steady_Consolidation,19322.55078125,0.00695709243369369
2023-07-04,1,Choppy_or_Steady_Consolidation,19389.0,0.003438946519135566
2023-07-05,1,Choppy_or_Steady_Consolidation,19398.5,0.0004899685388621844
2023-07-06,1,Choppy_or_Steady_Consolidation,19497.30078125,0.00509321758125636
2023-07-07,1,Choppy_or_Steady_Consolidation,19331.80078125,-0.00848835445771845
2023-07-10,1,Choppy_or_Steady_Consolidation,19355.900390625,0.0012466303397029588
2023-07-11,1,Choppy_or_Steady_Consolidation,19439.400390625,0.004313930032438185
2023-07-12,1,Choppy_or_Steady_Consolidation,19384.30078125,-0.002834429471475497
2023-07-13,1,Choppy_or_Steady_Consolidation,19413.75,0.0015192303855748879
2023-07-14,1,Choppy_or_Steady_Consolidation,19564.5,0.007765114931427508
2023-07-17,1,Choppy_or_Steady_Consolidation,19711.44921875,0.007511013251041421
2023-07-18,1,Choppy_or_Steady_Consolidation,19749.25,0.001917706853032497
2023-07-19,1,Choppy_or_Steady_Consolidation,19833.150390625,0.004248282371482448
2023-07-20,1,Choppy_or_Steady_Consolidation,19979.150390625,0.007361412439498949
2023-07-21,1,Choppy_or_Steady_Consolidation,19745.0,-0.011719737128305097
2023-07-24,1,Choppy_or_Steady_Consolidation,19672.349609375,-0.0036794322929856182
2023-07-25,1,Choppy_or_Steady_Consolidation,19680.599609375,0.0004193703428323481
2023-07-26,1,Choppy_or_Steady_Consolidation,19778.30078125,0.004964339187534694
2023-07-27,1,Choppy_or_Steady_Consolidation,19659.900390625,-0.0059863783008722304
2023-07-28,1,Choppy_or_Steady_Consolidation,19646.05078125,-0.0007044597937843067
2023-07-31,1,Choppy_or_Steady_Consolidation,19753.80078125,0.005484562836559181
2023-08-01,1,Choppy_or_Steady_Consolidation,19733.55078125,-0.0010251191770254131
2023-08-02,1,Choppy_or_Steady_Consolidation,19526.55078125,-0.010489749274959825
2023-08-03,1,Choppy_or_Steady_Consolidation,19381.650390625,-0.007420685416911321
2023-08-04,1,Choppy_or_Steady_Consolidation,19517.0,0.006983389270114548
2023-08-07,1,Choppy_or_Steady_Consolidation,19597.30078125,0.004114401867602702
2023-08-08,1,Choppy_or_Steady_Consolidation,19570.849609375,-0.0013497354646058168
2023-08-09,1,Choppy_or_Steady_Consolidation,19632.55078125,0.003152707884763739
2023-08-10,1,Choppy_or_Steady_Consolidation,19543.099609375,-0.004556268458015711
2023-08-11,1,Choppy_or_Steady_Consolidation,19428.30078125,-0.005874136161590715
2023-08-14,1,Choppy_or_Steady_Consolidation,19434.55078125,0.00032169565781225984
2023-08-16,1,Choppy_or_Steady_Consolidation,19465.0,0.0015667570139761278
2023-08-17,1,Choppy_or_Steady_Consolidation,19365.25,-0.005124582584125403
2023-08-18,1,Choppy_or_Steady_Consolidation,19310.150390625,-0.0028452826260957353
2023-08-21,1,Choppy_or_Steady_Consolidation,19393.599609375,0.0043215209131937105
2023-08-22,1,Choppy_or_Steady_Consolidation,19396.44921875,0.00014693555773015454
2023-08-23,1,Choppy_or_Steady_Consolidation,19444.0,0.0024515199000461063
2023-08-24,1,Choppy_or_Steady_Consolidation,19386.69921875,-0.002946964680621278
2023-08-25,1,Choppy_or_Steady_Consolidation,19265.80078125,-0.006236153774081932
2023-08-28,1,Choppy_or_Steady_Consolidation,19306.05078125,0.002089194238900971
2023-08-29,1,Choppy_or_Steady_Consolidation,19342.650390625,0.0018957584743610756
2023-08-30,1,Choppy_or_Steady_Consolidation,19347.44921875,0.0002480956863764039
2023-08-31,1,Choppy_or_Steady_Consolidation,19253.80078125,-0.004840350603388277
2023-09-01,1,Choppy_or_Steady_Consolidation,19435.30078125,0.009426710188917609
2023-09-04,1,Choppy_or_Steady_Consolidation,19528.80078125,0.004810833701642592
2023-09-05,1,Choppy_or_Steady_Consolidation,19574.900390625,0.0023605960187407238
2023-09-06,1,Choppy_or_Steady_Consolidation,19611.05078125,0.0018467726478093027
2023-09-07,1,Choppy_or_Steady_Consolidation,19727.05078125,0.005915032360780392
2023-09-08,1,Choppy_or_Steady_Consolidation,19819.94921875,0.004709190366575022
2023-09-11,1,Choppy_or_Steady_Consolidation,19996.349609375,0.008900143420050854
2023-09-12,1,Choppy_or_Steady_Consolidation,19993.19921875,-0.0001575482868895195
2023-09-13,1,Choppy_or_Steady_Consolidation,20070.0,0.003841345269944396
2023-09-14,1,Choppy_or_Steady_Consolidation,20103.099609375,0.001649208239910216
2023-09-15,1,Choppy_or_Steady_Consolidation,20192.349609375,0.004439613877174287
2023-09-18,1,Choppy_or_Steady_Consolidation,20133.30078125,-0.002924316846098174
2023-09-20,1,Choppy_or_Steady_Consolidation,19901.400390625,-0.011518249945432046
2023-09-21,1,Choppy_or_Steady_Consolidation,19742.349609375,-0.007991939166498319
2023-09-22,1,Choppy_or_Steady_Consolidation,19674.25,-0.003449417659114995
2023-09-25,1,Choppy_or_Steady_Consolidation,19674.55078125,1.5288066889551644e-05
2023-09-26,1,Choppy_or_Steady_Consolidation,19664.69921875,-0.0005007261720755274
2023-09-27,1,Choppy_or_Steady_Consolidation,19716.44921875,0.002631619198663282
2023-09-28,1,Choppy_or_Steady_Consolidation,19523.55078125,-0.009783629666773708
2023-09-29,1,Choppy_or_Steady_Consolidation,19638.30078125,0.005877516917168757
